Transaction_ID,Customer_ID,Transaction_Date,Amount
TXN_000094,2261,2022-08-03,2024.2780724163345
TXN_000095,2160,2024-01-27,4865.3122471318375
TXN_000096,2186,2022-05-10,2084.3085005023813
TXN_000097,1838,2023-07-30,2039.9277892764474
TXN_000098,1846,2022-10-27,2557.681305393875
TXN_000099,1899,2023-03-11,224.96239704631654
TXN_000100,1292,2022-12-28,2147.8485711264875
TXN_000101,2051,2022-08-12,4160.6692703168865
TXN_000102,1255,2023-07-31,3099.201872035095
TXN_000103,1904,2023-05-02,4850.163279192952
TXN_000104,1664,2023-07-31,1695.5521563124237
TXN_000105,1264,2023-01-09,891.4690089996542
TXN_000106,1400,2023-11-25,3777.824243259629
TXN_000107,1459,2022-04-18,313.91925885523295
TXN_000108,1776,2022-12-17,881.8237773202454
TXN_000109,2156,2023-02-27,2584.0536818215946
TXN_000110,2020,2023-01-27,3792.339438544711
TXN_000111,2214,2023-09-15,3044.7529211585384
TXN_000112,2147,2022-03-17,4974.973585030235
TXN_000113,2454,2022-09-07,3309.207985240484
TXN_000114,2241,2022-08-29,3652.3399790546478
TXN_000115,1402,2022-08-14,4970.188380793971
TXN_000116,1994,2024-03-27,3003.0663783032037
TXN_000117,2345,2023-04-18,3601.6299803520883
TXN_000118,1300,2023-11-07,1561.8051817929702
TXN_000119,2094,2022-09-20,2730.102034820224
TXN_000120,1213,2022-01-15,4568.566794475524
TXN_000121,1873,2022-12-07,4281.277575486826
TXN_000122,1373,2023-10-27,1600.8107845998131
TXN_000123,2359,2023-05-11,1850.3676610293903
TXN_000124,2194,2023-03-17,4247.230687087293
TXN_000125,1343,2023-07-04,1494.9021665477653
TXN_000126,2479,2022-02-06,4449.3280445073115
TXN_000127,1861,2023-09-26,3891.4702692808783
TXN_000128,2433,2024-02-23,846.5467633680995
TXN_000129,1300,2024-02-08,3626.848402474368
TXN_000130,2314,2022-06-24,4188.201787596769
TXN_000131,1748,2023-03-12,807.2794856088723
TXN_000132,1436,2022-10-20,2341.009144314888
TXN_000133,1101,2022-10-28,4326.878002032041
TXN_000134,1009,2023-10-16,1073.3850385737787
TXN_000135,2064,2023-11-05,2300.5368080721983
TXN_000136,1369,2022-12-05,3102.5740300401353
TXN_000137,1125,2022-01-23,576.5365611055477
TXN_000138,1784,2022-12-16,1139.0733620720498
TXN_000139,1382,2022-03-07,2386.9788458398666
TXN_000140,1326,2023-01-30,1931.0386445689953
TXN_000141,1449,2023-03-09,1691.4023562327482
TXN_000142,1522,2023-07-24,229.19830841460896
TXN_000143,2009,2022-01-29,4646.881360775691
TXN_000144,1941,2022-03-24,4369.971725502594
TXN_000145,1982,2023-04-21,2023.835448777126
TXN_000146,1272,2023-03-11,988.737241007996
TXN_000147,1501,2023-10-03,438.3242594995202
TXN_000148,2250,2022-05-13,703.6206138947845
TXN_000149,2250,2022-04-25,3049.9102954900973
TXN_000150,1865,2022-02-03,3696.194254396457
TXN_000151,1340,2023-09-29,866.4676964191391
TXN_000152,1271,2022-03-19,652.6732911880346
TXN_000153,1394,2022-10-02,3486.2864801286078
TXN_000154,2147,2022-12-10,2633.4094549650567
TXN_000155,1909,2023-11-11,1921.9998859044656
TXN_000156,1194,2022-03-22,3652.3974044614233
TXN_000157,2196,2023-08-30,2332.81760081682
TXN_000158,2226,2023-12-22,2379.0959996641122
TXN_000159,2056,2022-03-13,177.13217031754886
TXN_000160,1210,2022-05-25,1648.4452520387586
TXN_000161,1812,2022-02-07,124.66971685953108
TXN_000162,1693,2023-04-19,4626.8518333818865
TXN_000163,1752,2022-06-20,1540.301545662358
TXN_000164,2000,2022-02-09,984.5484453313003
TXN_000165,2074,2022-06-22,545.3967565687817
TXN_000166,1891,2023-02-28,328.51640014891393
TXN_000167,2430,2022-07-18,4441.44465431497
TXN_000168,1540,2022-08-10,925.7129353852545
TXN_000169,1517,2023-08-25,3125.675789540552
TXN_000170,1934,2024-03-08,3290.9687349034616
TXN_000171,1132,2023-11-06,1655.9677867006255
TXN_000172,1095,2023-03-26,4182.906203414337
TXN_000173,1423,2023-03-04,1148.7482644980892
TXN_000174,1857,2023-03-24,450.14402782420837
TXN_000175,1973,2023-10-07,435.855516714128
TXN_000176,1081,2023-03-08,1572.0914519459839
TXN_000177,1788,2022-11-18,2369.907808427917
TXN_000178,1314,2024-03-05,3183.8797297822116
TXN_000179,1915,2022-06-01,3670.6706691838217
TXN_000180,2303,2022-02-14,975.5856558098689
TXN_000181,2109,2022-11-20,3451.2228616208304
TXN_000182,1365,2023-02-16,994.4462559409153
TXN_000183,1365,2022-09-18,4986.24589224878
TXN_000184,2116,2022-08-07,4799.433442865807
TXN_000185,1070,2023-09-12,601.7967009319104
TXN_000186,1325,2022-02-16,3310.0884516941296
TXN_000187,2349,2023-10-07,4526.007775363836
TXN_000188,1843,2024-02-12,495.44191019081734
TXN_000189,2214,2023-11-19,707.5094525474985
TXN_000190,1213,2023-09-25,1800.288248174936
TXN_000191,2070,2022-10-30,569.0696633325447
TXN_000192,1088,2022-07-09,4439.401547038049
TXN_000193,1995,2024-02-11,4390.169733404469
TXN_000194,2250,2023-11-20,4748.692145503105
TXN_000195,2420,2023-07-31,1104.4611978204762
TXN_000196,1216,2022-12-02,322.22084333600606
TXN_000197,1300,2022-08-08,2278.677084849342
TXN_000198,2439,2023-10-22,4414.711101918915
TXN_000199,1925,2023-09-04,3228.3893164302413
TXN_000200,1852,2022-04-29,4991.754001396344
TXN_000201,1893,2023-09-13,4537.864842576559
TXN_000202,1169,2022-03-23,2024.4771294076525
TXN_000203,2388,2022-01-13,293.7120658469784
TXN_000204,2255,2023-04-23,125.33939043337537
TXN_000205,1619,2022-10-26,3256.6101296397946
TXN_000206,2351,2022-04-02,4587.253057498685
TXN_000207,2256,2024-01-20,2276.727922769013
TXN_000208,1681,2023-11-27,4384.0311632542525
TXN_000209,1642,2023-11-21,2877.030286199637
TXN_000210,1036,2023-12-23,580.2964210936924
TXN_000211,1770,2022-10-03,4011.745293767781
TXN_000212,2425,2022-10-31,2513.710765346842
TXN_000213,2010,2024-02-26,350.21312709934955
TXN_000214,1635,2022-09-30,4091.5574834837703
TXN_000215,1425,2023-02-16,3812.505948441189
TXN_000216,1407,2022-02-05,2340.7075663782557
TXN_000217,1774,2023-02-26,195.37476042019932
TXN_000218,1864,2023-04-23,1799.9899518924246
TXN_000219,1216,2023-05-17,2231.25895184063
TXN_000220,1169,2022-12-04,910.0429165201967
TXN_000221,1609,2023-08-05,888.4336891739636
TXN_000222,1357,2023-09-20,918.2059721209006
TXN_000223,1185,2023-02-14,1915.827695630794
TXN_000224,1724,2023-04-08,4105.96578044592
TXN_000225,1869,2023-05-28,3820.851597554736
TXN_000226,1823,2022-03-22,149.56054365845552
TXN_000227,1678,2023-04-24,147.2488102536636
TXN_000228,2184,2023-01-21,480.71251854668424
TXN_000229,1283,2023-02-24,2386.250752194371
TXN_000230,1183,2023-03-16,4455.5228101134135
TXN_000231,1141,2022-02-04,993.0598716198377
TXN_000232,1230,2024-03-05,2436.2997176803738
TXN_000233,2491,2023-05-16,299.6626403474156
TXN_000234,1387,2023-12-08,199.59960446617401
TXN_000235,1734,2022-07-03,136.66329415882524
TXN_000236,1157,2023-07-12,3709.7365259393023
TXN_000237,2341,2022-05-28,216.74208080926945
TXN_000238,2208,2022-09-21,1441.6962973692052
TXN_000239,2444,2023-08-28,3260.73494251425
TXN_000240,2206,2023-05-04,3131.3893962181332
TXN_000241,1576,2023-09-18,370.2093263254548
TXN_000242,2075,2022-10-09,1357.6670489009177
TXN_000243,2026,2023-09-07,3232.6787230568993
TXN_000244,1076,2022-07-21,2022.0042562492065
TXN_000245,1581,2023-07-28,2382.5317458590953
TXN_000246,1607,2023-08-29,1114.720023147457
TXN_000247,2039,2023-02-21,285.0113788618537
TXN_000248,1229,2022-11-13,1791.4938504044112
TXN_000249,1903,2022-08-16,3446.6214373637736
TXN_000250,1916,2022-03-09,3855.9945118450737
TXN_000251,1888,2024-03-07,3003.396606379537
TXN_000252,2290,2024-03-24,2026.684624774538
TXN_000253,2329,2023-04-25,2957.3654075506875
TXN_000254,2029,2023-11-08,3554.444471897983
TXN_000255,2133,2022-04-11,3800.831615217621
TXN_000256,1142,2022-08-31,562.9805248502516
TXN_000257,1206,2022-03-31,4034.620313865055
TXN_000258,1428,2023-08-23,411.0341971264372
TXN_000259,1165,2022-05-07,4365.241548829567
TXN_000260,1259,2023-09-11,2021.9801363965423
TXN_000261,1393,2023-02-03,2779.9192491507483
TXN_000262,1120,2022-10-29,1520.9142281597303
TXN_000263,1949,2023-05-09,2190.6535340157807
TXN_000264,1412,2024-01-26,4241.449443437355
TXN_000265,2163,2023-11-28,1548.9119818675376
TXN_000266,1167,2024-02-15,2864.483191533661
TXN_000267,2107,2023-02-25,3270.687649697079
TXN_000268,1420,2023-09-05,817.4001834933533
TXN_000269,1787,2024-02-04,3911.298819067052
TXN_000270,1267,2022-05-22,4995.4310476675555
TXN_000271,1037,2022-09-10,859.8013930820767
TXN_000272,1925,2022-03-14,3862.6338776179223
TXN_000273,2326,2022-08-02,820.6581579720141
TXN_000274,1337,2023-01-14,4756.255640413021
TXN_000275,1329,2022-10-26,2113.8293800167726
TXN_000276,1198,2023-01-14,4901.593103208206
TXN_000277,1809,2023-05-07,432.7971519054351
TXN_000278,1004,2023-11-15,3975.807590407227
TXN_000279,2455,2022-10-31,2419.5526867989824
TXN_000280,1988,2023-05-13,1518.5207624997272
TXN_000281,2394,2024-01-12,3764.651614876005
TXN_000282,1894,2022-08-25,3213.1108713043045
TXN_000283,1102,2022-08-18,4524.136082083839
TXN_000284,1434,2022-01-07,1319.167476747741
TXN_000285,1649,2023-12-08,4704.752355004762
TXN_000286,1380,2022-09-13,3245.154264698365
TXN_000287,1065,2022-06-20,2307.126910369499
TXN_000288,1578,2023-07-06,360.34343232213365
TXN_000289,1269,2022-10-15,3849.3630341894154
TXN_000290,1046,2024-01-10,4306.16799711204
TXN_000291,1915,2022-08-22,4066.964596661612
TXN_000292,1364,2023-11-26,3704.7638618280657
TXN_000293,2203,2023-05-08,4850.114738233617
TXN_000294,1067,2022-07-30,4260.603695613493
TXN_000295,2138,2023-01-02,4646.607215771753
TXN_000296,2049,2022-08-17,3679.3461980171173
TXN_000297,1206,2022-12-11,4119.015080880277
TXN_000298,1072,2024-02-06,1516.875253879401
TXN_000299,2282,2022-03-18,3377.6059342003514
TXN_000300,2409,2023-04-05,1107.1400537842392
TXN_000301,1029,2022-09-22,439.425332523296
TXN_000302,2444,2023-05-19,2938.3563497960777
TXN_000303,2026,2024-01-14,3936.2539711919644
TXN_000304,1520,2023-10-11,505.5131145691917
TXN_000305,1887,2023-07-30,988.2803468576301
TXN_000306,1400,2022-09-02,555.5401760607622
TXN_000307,1653,2023-03-05,3207.472031408001
TXN_000308,1949,2022-04-01,489.56018904456255
TXN_000309,1847,2023-03-21,557.1483173283698
TXN_000310,2297,2022-08-21,1394.4198586564632
TXN_000311,2495,2023-03-30,1424.1508366102
TXN_000312,1934,2022-12-15,2831.767762435655
TXN_000313,2395,2022-04-04,257.713163416687
TXN_000314,1430,2023-02-26,3115.1890147730833
TXN_000315,1538,2023-12-16,2117.370013963616
TXN_000316,2371,2023-05-05,975.7861550251667
TXN_000317,1070,2023-11-17,3301.3968403007725
TXN_000318,1255,2022-05-04,1715.4024144585144
TXN_000319,2126,2023-08-05,4154.698179765081
TXN_000320,1146,2023-09-07,4948.219192477664
TXN_000321,1901,2022-08-21,3917.2415333339004
TXN_000322,1669,2022-03-05,3740.6510293193473
TXN_000323,1139,2023-08-30,1840.2519247475302
TXN_000324,1654,2022-06-12,2719.567884395727
TXN_000325,1620,2024-02-19,358.1385276910318
TXN_000326,2446,2022-10-31,3663.9426483109482
TXN_000327,1870,2022-11-15,3407.697464222402
TXN_000328,1063,2023-11-16,1419.8248437043246
TXN_000329,2294,2022-01-06,2717.2685119234843
TXN_000330,1867,2022-10-28,3428.63790324726
TXN_000331,1834,2022-04-11,1902.6809958917163
TXN_000332,1512,2023-02-20,3655.479583870006
TXN_000333,2030,2022-12-26,4003.8916986838453
TXN_000334,2416,2022-05-11,1195.3299376696573
TXN_000335,2024,2023-01-21,1576.1451979724313
TXN_000336,2284,2022-01-20,2067.6583119173774
TXN_000337,1046,2023-12-24,1254.8229053222499
TXN_000338,1867,2022-10-22,3900.47700164522
TXN_000339,1777,2023-01-31,2902.029378672233
TXN_000340,2025,2023-03-21,1962.5039026270972
TXN_000341,1534,2022-10-19,178.7031514231051
TXN_000342,1358,2023-05-05,1696.768580012917
TXN_000343,2445,2022-12-14,4198.859676030241
TXN_000344,1814,2022-09-22,3743.206582810127
TXN_000345,1595,2024-02-04,430.1575040653079
TXN_000346,1203,2022-02-13,4027.0822372606985
TXN_000347,1970,2022-03-16,977.3681685040054
TXN_000348,1226,2022-02-22,4936.563066959998
TXN_000349,1947,2022-10-13,4355.879786372615
TXN_000350,1816,2022-03-07,4574.976480344207
TXN_000351,1150,2022-02-07,3870.306938920739
TXN_000352,2270,2024-02-05,3582.8063498337415
TXN_000353,1016,2024-03-16,1297.7428612074712
TXN_000354,1303,2023-02-21,2973.352234269285
TXN_000355,2220,2023-12-12,3512.4817839854636
TXN_000356,2469,2024-01-18,1511.6229393990482
TXN_000357,2364,2023-04-14,2051.7091955550322
TXN_000358,1780,2022-02-24,4740.546459835627
TXN_000359,2084,2022-04-26,2098.991760344693
TXN_000360,1266,2023-08-20,1645.3643070922403
TXN_000361,2120,2022-10-06,625.3412504763238
TXN_000362,2306,2023-03-30,1772.5726680866571
TXN_000363,2270,2022-05-22,3099.500816137224
TXN_000364,1034,2023-08-31,823.8872718572466
TXN_000365,1785,2022-02-18,3065.903777604845
TXN_000366,2492,2023-01-04,3731.858322304399
TXN_000367,1067,2023-01-05,3864.395452871459
TXN_000368,1188,2022-10-28,4925.5620290407805
TXN_000369,1040,2023-12-18,2229.3520115461947
TXN_000370,1607,2022-12-18,258.91992909821795
TXN_000371,1682,2022-07-14,4287.980298161016
TXN_000372,1944,2022-11-01,509.2199746448303
TXN_000373,1906,2022-09-07,4322.120311657271
TXN_000374,2090,2022-09-15,4915.232152431988
TXN_000375,1946,2023-03-26,4543.432795459315
TXN_000376,2331,2022-02-28,4823.651434320083
TXN_000377,2142,2022-08-09,214.3460641559966
TXN_000378,1852,2023-07-26,155.71213545670992
TXN_000379,2209,2023-06-18,1130.4591100908317
TXN_000380,1973,2022-12-28,4013.690256478374
TXN_000381,2093,2022-02-22,538.1318023622447
TXN_000382,2010,2024-02-26,3757.939316364203
TXN_000383,1756,2023-07-15,161.54429263321197
TXN_000384,2006,2023-06-13,3682.3865947587096
TXN_000385,2307,2023-05-13,1325.339275360974
TXN_000386,1547,2023-10-01,2258.1503919289466
TXN_000387,2371,2022-06-04,4884.876534493657
TXN_000388,1914,2024-02-26,2803.502147687275
TXN_000389,2218,2024-01-17,465.65594214137406
TXN_000390,1483,2023-05-05,4378.345176179612
TXN_000391,1587,2024-03-08,1685.9698701531631
TXN_000392,2303,2022-03-19,2968.231416808866
TXN_000393,2371,2022-06-23,3587.6827827280085
TXN_000394,2121,2023-09-10,3909.8147007997463
TXN_000395,1281,2022-11-16,2219.2273220398047
TXN_000396,1629,2022-02-01,3888.129213489636
TXN_000397,1418,2022-10-19,672.7820609269365
TXN_000398,1222,2023-06-06,2675.7773212097627
TXN_000399,2275,2022-11-11,207.2387577705105
TXN_000400,1079,2023-09-06,2090.7282717688386
TXN_000401,1825,2023-09-22,1887.354980025474
TXN_000402,1681,2023-10-31,4892.849821684286
TXN_000403,1412,2022-09-24,2049.458201050043
TXN_000404,2416,2023-02-26,4544.751651477121
TXN_000405,1333,2022-09-02,2232.968980000067
TXN_000406,1888,2023-08-14,2713.6002443402776
TXN_000407,2351,2023-11-03,1818.5090156441606
TXN_000408,2025,2022-04-01,3236.076164588274
TXN_000409,2226,2023-03-12,3721.6895173592784
TXN_000410,1257,2023-10-03,3976.1941724326266
TXN_000411,1762,2023-05-04,3500.303774267263
TXN_000412,2390,2022-01-14,1716.743032611534
TXN_000413,2169,2022-10-13,1719.919808785773
TXN_000414,1836,2023-11-02,1804.748326068005
TXN_000415,2401,2023-10-03,285.37388526077706
TXN_000416,2464,2023-11-17,4720.95464941845
TXN_000417,1454,2023-02-02,1059.053641162374
TXN_000418,2430,2023-11-17,880.1227702207985
TXN_000419,1018,2023-03-03,2806.5369004230865
TXN_000420,1953,2022-12-27,332.3360698480625
TXN_000421,1978,2022-02-12,4205.432253475784
TXN_000422,1432,2022-10-21,4393.38271434377
TXN_000423,2452,2022-12-11,2049.2682509205215
TXN_000424,1251,2024-03-22,4859.951497575474
TXN_000425,1795,2023-09-13,1688.8606215696263
TXN_000426,1906,2022-08-30,1375.1570104388481
TXN_000427,1648,2022-02-24,4949.477044741945
TXN_000428,1909,2023-07-21,1326.495379767212
TXN_000429,1737,2023-12-29,2276.8369696890773
TXN_000430,1220,2023-03-18,3098.153196187487
TXN_000431,1112,2022-04-17,1680.3976119692215
TXN_000432,2172,2022-11-09,1982.6628347257936
TXN_000433,1559,2022-07-03,3631.719068797041
TXN_000434,2081,2022-05-10,3642.8230060264345
TXN_000435,1196,2023-05-14,4037.7305913256055
TXN_000436,2041,2023-09-28,3009.1385287708517
TXN_000437,1779,2023-02-22,1244.26689928479
TXN_000438,1214,2022-02-18,1732.2359160355336
TXN_000439,1635,2022-11-16,4513.462997785784
TXN_000440,2039,2022-09-10,3695.2691125803717
TXN_000441,1676,2023-01-27,531.3390480242531
TXN_000442,1659,2022-03-10,3792.720682791258
TXN_000443,2422,2023-03-18,1720.2223798406956
TXN_000444,1232,2023-04-22,213.81222545525944
TXN_000445,1024,2023-01-12,2470.285935897866
TXN_000446,2424,2023-07-18,4428.641384830789
TXN_000447,2388,2023-06-29,2277.3120377041696
TXN_000448,1937,2023-06-16,4945.120953725256
TXN_000449,2318,2024-01-11,972.5748341205017
TXN_000450,2018,2022-07-06,1819.397252572208
TXN_000451,2460,2023-12-01,181.4321733674691
TXN_000452,1070,2023-12-04,346.73411749021443
TXN_000453,1024,2022-04-22,1836.152892801927
TXN_000454,2397,2022-07-03,2689.1018880481556
TXN_000455,1457,2022-10-20,1261.7611061455593
TXN_000456,2237,2022-12-27,915.6558606137451
TXN_000457,1210,2023-05-17,2161.3001679610793
TXN_000458,1540,2022-11-03,936.3104476772779
TXN_000459,1770,2024-03-07,3191.3935770091007
TXN_000460,2062,2024-01-09,4780.916321863131
TXN_000461,2283,2023-10-11,4052.062710469744
TXN_000462,1676,2022-03-27,1154.547539128647
TXN_000463,1094,2022-10-23,4760.563015806659
TXN_000464,2413,2023-03-28,3780.5259017940707
TXN_000465,1219,2022-06-20,859.3629864330201
TXN_000466,1905,2022-12-22,2939.2103351698197
TXN_000467,2291,2023-04-05,4835.745357523934
TXN_000468,2089,2022-10-06,574.11478463934
TXN_000469,2410,2022-09-09,1427.9243765037404
TXN_000470,1192,2022-01-08,1933.049545378265
TXN_000471,2343,2023-08-09,666.4119386011978
TXN_000472,1174,2022-11-16,1566.305334610494
TXN_000473,1111,2022-05-31,3492.393560932023
TXN_000474,2331,2023-08-28,2438.470060384513
TXN_000475,2363,2023-01-11,2163.2631584854203
TXN_000476,2103,2022-12-31,2216.5023683510385
TXN_000477,1110,2023-08-31,3822.2960492966167
TXN_000478,1452,2023-03-16,4957.276495142075
TXN_000479,1412,2022-05-22,2984.3649711088938
TXN_000480,1603,2023-08-15,3782.5959302281017
TXN_000481,1959,2024-01-22,1925.5434061587518
TXN_000482,1185,2024-02-24,4317.136336702302
TXN_000483,2110,2022-01-20,2159.5965628728936
TXN_000484,2247,2022-01-12,4682.10280852085
TXN_000485,1050,2023-09-28,3743.172673612463
TXN_000486,2149,2022-05-02,3566.471684322743
TXN_000487,2169,2023-03-01,1521.661243272151
TXN_000488,2064,2022-08-17,4001.071963197002
TXN_000489,1354,2023-08-20,615.8779245229032
TXN_000490,2468,2024-02-25,2736.3187765361645
TXN_000491,1362,2022-01-29,3703.348758114361
TXN_000492,1535,2022-05-15,4429.600733614821
TXN_000493,2307,2023-07-06,2891.3029453779245
TXN_000494,1035,2022-04-11,1365.7825604224176
TXN_000495,1276,2023-01-11,4259.421052833061
TXN_000496,2348,2023-10-08,3863.10447032045
TXN_000497,2009,2022-11-07,852.4673110345477
TXN_000498,1181,2023-03-16,4374.6990499436615
TXN_000499,1470,2023-11-24,4803.398455880127
TXN_000500,1416,2023-04-02,2734.8978696317877
TXN_000501,1888,2022-07-19,287.9882371839716
TXN_000502,2173,2023-12-22,4586.510188908919
TXN_000503,1403,2023-08-23,701.5526978461731
TXN_000504,1513,2022-05-05,3202.296616531416
TXN_000505,1565,2023-04-16,2064.445433869011
TXN_000506,1440,2022-01-22,4960.964891207069
TXN_000507,2269,2022-02-19,4594.106886165485
TXN_000508,1991,2024-01-21,3944.0685794280284
TXN_000509,2069,2023-12-27,1076.4577793803126
TXN_000510,1074,2024-03-05,3526.045640359502
TXN_000511,2172,2023-07-14,2903.5144628784196
TXN_000512,1405,2022-03-07,763.1991374494659
TXN_000513,1002,2022-05-10,3993.937407818816
TXN_000514,2032,2022-10-29,523.6360556509144
TXN_000515,1513,2022-11-23,2459.887403185159
TXN_000516,2261,2023-01-19,2190.160856987097
TXN_000517,1539,2024-02-18,4050.3673024577056
TXN_000518,1289,2024-01-21,2195.080347250115
TXN_000519,1180,2023-06-22,3502.123312164621
TXN_000520,2338,2023-12-04,2443.47756697017
TXN_000521,1265,2022-02-18,2951.9018457969105
TXN_000522,1082,2022-11-15,1281.1008890028352
TXN_000523,1257,2022-01-21,1092.0209935505645
TXN_000524,1949,2023-03-09,3578.5751675813062
TXN_000525,1198,2023-08-14,699.4188502444227
TXN_000526,2315,2023-08-15,962.3215956093203
TXN_000527,1647,2022-01-09,4710.6373608384065
TXN_000528,2106,2022-05-29,1341.31233267984
TXN_000529,1265,2023-03-13,1684.149143551924
TXN_000530,2440,2023-05-14,3202.65214027017
TXN_000531,1996,2022-02-24,2257.7359424069264
TXN_000532,1869,2022-10-24,2839.102199346781
TXN_000533,1730,2023-06-02,808.5037300066184
TXN_000534,1860,2024-02-08,3394.797613577383
TXN_000535,1018,2023-12-05,867.2584253340694
TXN_000536,1370,2022-08-17,3763.855097553004
TXN_000537,2046,2022-09-04,2665.724708673618
TXN_000538,2408,2022-10-09,4099.345759674858
TXN_000539,1618,2024-02-08,946.1470179124834
TXN_000540,1642,2022-09-14,1949.9454385185988
TXN_000541,1378,2022-04-03,4249.476759503805
TXN_000542,1816,2022-08-02,4013.690304831553
TXN_000543,1823,2024-03-16,4832.19447542859
TXN_000544,1089,2023-07-07,1187.6062337828193
TXN_000545,1143,2023-10-30,2741.2373587704437
TXN_000546,1620,2022-05-13,187.63523622528476
TXN_000547,1863,2023-05-12,4829.649427121969
TXN_000548,1203,2022-03-27,958.1230798155887
TXN_000549,2415,2023-08-19,4533.067271626065
