Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Cluster,Segment,CLV
1048,345,3,9535.601887705767,1,1,2,4,0,Lost Customers,28606.805663117302
1049,75,3,9362.61668826822,4,1,2,7,2,Others,28087.850064804657
1050,106,4,9533.086428270008,3,2,2,7,2,Others,38132.34571308003
1051,162,5,15292.12602708052,2,2,4,8,3,Lost Customers,76460.63013540259
1052,234,6,10113.538890811174,1,3,2,6,3,Others,60681.23334486705
1053,147,8,17154.187036290485,2,5,4,11,3,Loyal Customers,137233.49629032388
1054,75,5,13394.087472575033,4,2,3,9,3,Others,66970.43736287516
1055,83,4,8321.950053561075,3,2,2,7,2,Others,33287.8002142443
1056,547,4,10210.13367350105,1,2,2,5,0,Lost Customers,40840.5346940042
1057,195,6,11825.543756582483,2,3,3,8,3,At Risk,70953.2625394949
1058,255,5,11649.623819736396,1,2,3,6,2,Lost Customers,58248.119098681986
1059,34,4,9423.710414227115,5,2,2,9,2,Others,37694.84165690846
1060,229,8,21459.59479275323,1,5,5,11,1,Loyal Customers,171676.75834202583
1061,160,4,4876.452531497166,2,2,1,5,2,Lost Customers,19505.810125988664
1062,564,3,7359.796569707416,1,1,1,3,0,Lost Customers,22079.389709122246
1063,120,5,11887.18904578628,3,2,3,8,3,Others,59435.94522893139
1064,207,4,10124.853248497722,2,2,2,6,2,Lost Customers,40499.41299399089
1065,105,11,30008.944449940354,3,5,5,13,1,Loyal Customers,330098.3889493439
1066,38,10,30391.789415160045,4,5,5,14,1,Champions,303917.8941516004
1067,69,9,25846.591049172435,4,5,5,14,1,Champions,232619.31944255193
1068,216,9,24853.028555434437,2,5,5,12,1,Loyal Customers,223677.25699890993
1069,334,4,5454.306829201596,1,2,1,4,0,Lost Customers,21817.227316806384
1070,30,9,19679.06917064903,5,5,5,15,1,Champions,177111.62253584125
1071,60,3,2637.775474674006,4,1,1,6,2,Others,7913.326424022018
1072,55,4,6720.439351062323,4,2,1,7,2,Others,26881.757404249292
1073,217,8,25532.619763601106,2,5,5,12,1,Loyal Customers,204260.95810880885
1074,27,6,18611.75075311451,5,3,4,12,3,Potential Loyalists,111670.50451868706
1075,72,2,7700.417616478223,4,1,1,6,2,Others,15400.835232956446
1076,98,5,11294.371259415715,3,2,2,7,2,Others,56471.85629707857
1077,568,3,7112.141735353127,1,1,1,3,0,Lost Customers,21336.42520605938
1078,28,3,10108.624590840887,5,1,2,8,2,Others,30325.87377252266
1079,129,9,27780.434991073882,3,5,5,13,1,Loyal Customers,250023.91491966494
1080,32,7,16835.871970564665,5,4,4,13,3,Champions,117851.10379395266
1081,100,10,22442.079539508715,3,5,5,13,1,Loyal Customers,224420.79539508716
1082,96,8,22278.394844361224,3,5,5,13,1,Loyal Customers,178227.1587548898
1083,626,2,7215.216564232853,1,1,1,3,0,Lost Customers,14430.433128465706
1084,808,1,2825.4289645019103,1,1,1,3,0,Lost Customers,2825.4289645019103
1085,51,6,6516.838188185174,4,3,1,8,2,Others,39101.02912911104
1086,195,5,12419.714800698748,2,2,3,7,3,Lost Customers,62098.57400349374
1087,100,11,32555.489108437967,3,5,5,13,1,Loyal Customers,358110.38019281765
1088,21,6,13206.077058854427,5,3,3,11,3,Potential Loyalists,79236.46235312657
1089,29,7,22455.88373564372,5,4,5,14,1,Champions,157191.18614950604
1090,151,8,15697.89086344037,2,5,4,11,3,Loyal Customers,125583.12690752296
1091,55,9,24275.424761041013,4,5,5,14,1,Champions,218478.8228493691
1092,45,4,13855.654727284202,4,2,3,9,2,Others,55422.61890913681
1093,356,3,4711.409099264261,1,1,1,3,0,Lost Customers,14134.227297792784
1094,69,7,19560.057900841537,4,4,5,13,3,Champions,136920.40530589077
1095,6,3,6004.493240356585,5,1,1,7,2,Others,18013.479721069758
1096,204,3,7288.13530476143,2,1,1,4,2,Lost Customers,21864.40591428429
1097,41,6,11325.713542363716,4,3,2,9,3,Others,67954.2812541823
1098,42,5,8246.706087933419,4,2,2,8,2,Others,41233.53043966709
1099,35,5,13094.18410958698,4,2,3,9,3,Others,65470.920547934904
1100,10,5,6346.219018410877,5,2,1,8,2,Others,31731.095092054384
1101,78,10,18951.368795482416,3,5,4,12,1,Loyal Customers,189513.68795482416
1102,255,7,22421.92604662667,1,4,5,10,1,Loyal Customers,156953.4823263867
1103,205,3,2870.9293789920007,2,1,1,4,2,Lost Customers,8612.788136976002
1104,149,3,7514.640538491823,2,1,1,4,2,Lost Customers,22543.92161547547
1105,35,4,8640.421796101431,4,2,2,8,2,Others,34561.687184405724
1106,181,5,10497.412887030125,2,2,2,6,2,Lost Customers,52487.06443515062
1107,13,4,7389.337446059312,5,2,1,8,2,Others,29557.34978423725
1108,186,5,18026.991317071137,2,2,4,8,3,Lost Customers,90134.95658535569
1109,15,4,8395.403156261933,5,2,2,9,2,Others,33581.61262504773
1110,31,7,20321.656821828266,5,4,5,14,3,Champions,142251.59775279785
1111,113,9,33822.246684424645,3,5,5,13,1,Loyal Customers,304400.2201598218
1112,3,10,28010.50373386316,5,5,5,15,1,Champions,280105.0373386316
1113,208,4,7065.983070605993,2,2,1,5,2,Lost Customers,28263.93228242397
1114,378,4,12118.394100998363,1,2,3,6,0,Lost Customers,48473.57640399345
1115,333,6,12833.79577053382,1,3,3,7,0,At Risk,77002.77462320292
1116,18,10,25743.758958723654,5,5,5,15,1,Champions,257437.58958723655
1117,33,7,13985.358900508989,5,4,3,12,3,Potential Loyalists,97897.51230356292
1118,18,8,24268.925226483476,5,5,5,15,1,Champions,194151.4018118678
1119,109,3,9269.981759861013,3,1,2,6,2,Others,27809.94527958304
1120,218,7,15950.684290039568,2,4,4,10,3,Loyal Customers,111654.79003027697
1121,48,7,17328.19242785465,4,4,4,12,3,Champions,121297.34699498255
1122,155,3,10009.563026746018,2,1,2,5,2,Lost Customers,30028.689080238055
1123,77,5,14030.307155434786,3,2,3,8,3,Others,70151.53577717394
1124,57,3,11125.509471563124,4,1,2,7,2,Others,33376.52841468937
1125,60,9,10194.732716611546,4,5,2,11,3,Others,91752.59444950391
1126,161,2,5034.476340443437,2,1,1,4,2,Lost Customers,10068.952680886874
1127,720,3,12242.645011770906,1,1,3,5,0,Lost Customers,36727.93503531272
1128,259,3,4722.76549684698,1,1,1,3,2,Lost Customers,14168.296490540939
1129,177,6,15403.338151114955,2,3,4,9,3,At Risk,92420.02890668972
1130,60,7,10003.219933914334,4,4,2,10,3,Others,70022.53953740033
1131,214,9,22262.755048378705,2,5,5,12,1,Loyal Customers,200364.79543540836
1132,147,3,6349.311785921695,2,1,1,4,2,Lost Customers,19047.935357765087
1133,381,7,17749.021418086646,1,4,4,9,3,Loyal Customers,124243.14992660652
1134,111,4,9829.88629207212,3,2,2,7,2,Others,39319.54516828848
1135,144,6,15591.173378333722,2,3,4,9,3,At Risk,93547.04027000233
1136,26,7,21827.440386865892,5,4,5,14,1,Champions,152792.08270806124
1137,180,9,19921.617066679624,2,5,5,12,1,Loyal Customers,179294.55360011663
1138,47,2,6882.2326169335975,4,1,1,6,2,Others,13764.465233867195
1139,97,3,8650.773980930866,3,1,2,6,2,Others,25952.321942792598
1140,298,4,10539.49596540932,1,2,2,5,0,Lost Customers,42157.98386163728
1141,5,5,8988.092339203457,5,2,2,9,2,Others,44940.461696017286
1142,266,7,12207.68785394807,1,4,3,8,3,At Risk,85453.81497763649
1143,154,6,13341.392099377905,2,3,3,8,3,At Risk,80048.35259626743
1144,291,2,2952.6012924268225,1,1,1,3,0,Lost Customers,5905.202584853645
1145,402,2,5220.253380932538,1,1,1,3,0,Lost Customers,10440.506761865076
1146,176,8,28864.215668059875,2,5,5,12,1,Loyal Customers,230913.725344479
1147,22,4,11439.403449438563,5,2,2,9,2,Others,45757.61379775425
1148,188,5,12093.397590962613,2,2,3,7,3,Lost Customers,60466.98795481307
1149,306,6,14336.9067344567,1,3,3,7,3,At Risk,86021.44040674019
1150,266,6,16324.738622480905,1,3,4,8,3,At Risk,97948.43173488544
1151,14,6,20402.21709668666,5,3,5,13,3,Potential Loyalists,122413.30258011997
1152,119,10,32635.406412397526,3,5,5,13,1,Loyal Customers,326354.06412397523
1153,17,7,15925.304486614401,5,4,4,13,3,Champions,111477.1314063008
1154,133,4,7753.719881740952,3,2,1,6,2,Others,31014.879526963807
1155,345,4,8068.7043907512525,1,2,1,4,0,Lost Customers,32274.81756300501
1156,42,8,21484.900046715375,4,5,5,14,1,Champions,171879.200373723
1157,264,6,17766.066434198146,1,3,4,8,3,At Risk,106596.39860518888
1158,190,5,12652.865733405786,2,2,3,7,3,Lost Customers,63264.32866702893
1159,232,2,7682.9860442493,1,1,1,3,2,Lost Customers,15365.9720884986
1160,116,5,12530.6327009941,3,2,3,8,3,Others,62653.1635049705
1161,183,5,11196.167490717637,2,2,2,6,2,Lost Customers,55980.83745358818
1162,49,6,16408.50533094215,4,3,4,11,3,Potential Loyalists,98451.0319856529
1163,170,6,18662.999338430593,2,3,4,9,3,At Risk,111977.99603058356
1164,280,2,9075.580276664024,1,1,2,4,0,Lost Customers,18151.16055332805
1165,72,6,13025.594333065315,4,3,3,10,3,Potential Loyalists,78153.56599839189
1166,154,5,8794.922405363266,2,2,2,6,2,Lost Customers,43974.61202681633
1167,17,7,19437.30190594013,5,4,5,14,3,Champions,136061.1133415809
1168,386,6,19109.924148795708,1,3,5,9,3,At Risk,114659.54489277425
1169,389,7,23558.249984840917,1,4,5,10,1,Loyal Customers,164907.74989388642
1170,77,8,15097.115554698756,3,5,4,12,3,Loyal Customers,120776.92443759005
1171,118,6,9111.230980174681,3,3,2,8,3,Others,54667.38588104809
1172,110,3,9445.74305146857,3,1,2,6,2,Others,28337.229154405708
1173,84,5,10072.504693337494,3,2,2,7,2,Others,50362.523466687475
1174,49,7,17874.66496572684,4,4,4,12,3,Champions,125122.65476008787
1175,237,5,18118.77613822018,1,2,4,7,3,Lost Customers,90593.8806911009
1176,221,5,8231.674477298513,2,3,2,7,2,Others,41158.37238649256
1177,228,2,3835.2265011287836,2,1,1,4,2,Lost Customers,7670.453002257567
1178,140,5,19912.006260371178,2,3,5,10,3,At Risk,99560.0313018559
1179,224,6,12507.965055216442,2,3,3,8,3,At Risk,75047.79033129866
1180,63,4,11125.373991371664,4,2,2,8,2,Others,44501.495965486654
1181,110,4,13035.578473363,3,2,3,8,2,Others,52142.313893452
1182,40,10,23516.298621973943,4,5,5,14,1,Champions,235162.98621973942
1183,35,6,17300.546460259233,4,3,4,11,3,Potential Loyalists,103803.2787615554
1184,223,6,15941.248219631267,2,3,4,9,3,At Risk,95647.48931778761
1185,37,10,27467.692243321653,4,5,5,14,1,Champions,274676.92243321653
1186,301,2,2652.447452987313,1,1,1,3,0,Lost Customers,5304.894905974626
1187,98,4,8705.900115174067,3,2,2,7,2,Others,34823.60046069627
1188,102,7,28313.713924601154,3,4,5,12,1,Loyal Customers,198195.99747220808
1189,109,8,24270.042272201554,3,5,5,13,1,Loyal Customers,194160.33817761243
1190,46,6,13338.753377242521,4,3,3,10,3,Potential Loyalists,80032.52026345512
1191,30,7,15784.632876426766,5,4,4,13,3,Champions,110492.43013498736
1192,199,6,14294.09336288208,2,3,3,8,3,At Risk,85764.56017729249
1193,142,7,20059.761603391806,2,4,5,11,3,Loyal Customers,140418.33122374263
1194,439,4,13646.99390844443,1,2,3,6,0,Lost Customers,54587.97563377772
1195,241,2,3630.421784066688,1,1,1,3,2,Lost Customers,7260.843568133376
1196,323,3,5349.946669347276,1,1,1,3,0,Lost Customers,16049.840008041829
1197,557,2,6564.315186480344,1,1,1,3,0,Lost Customers,13128.630372960688
1198,62,7,20561.17688137754,4,4,5,13,3,Champions,143928.2381696428
1199,13,5,12074.876435443099,5,3,3,11,3,Potential Loyalists,60374.38217721549
1200,241,6,11695.781101866547,1,3,3,7,3,At Risk,70174.68661119929
1201,155,5,10217.174914039952,2,3,2,7,2,Others,51085.874570199754
1202,23,8,19887.394513700685,5,5,5,15,1,Champions,159099.15610960548
1203,191,6,16430.37402222231,2,3,4,9,3,At Risk,98582.24413333385
1204,684,2,5619.700100697123,1,1,1,3,0,Lost Customers,11239.400201394246
1205,199,6,19784.40641644547,2,3,5,10,3,At Risk,118706.43849867281
1206,110,7,24540.456984215853,3,4,5,12,1,Loyal Customers,171783.19888951097
1207,61,4,10739.632479931379,4,2,2,8,2,Others,42958.529919725515
1208,30,5,15816.723458962515,5,3,4,12,3,Potential Loyalists,79083.61729481257
1209,88,6,19625.628781747655,3,3,5,11,3,Others,117753.77269048593
1210,56,8,18503.780801875302,4,5,4,13,1,Champions,148030.24641500242
1211,112,6,20253.84830052079,3,3,5,11,3,Others,121523.08980312473
1212,26,5,11457.84563342113,5,3,2,10,2,Others,57289.22816710565
1213,67,6,18938.459801265766,4,3,4,11,3,Potential Loyalists,113630.7588075946
1214,186,5,7857.122007948748,2,3,1,6,2,Others,39285.61003974374
1215,13,3,9260.55249181645,5,1,2,8,2,Others,27781.65747544935
1216,43,10,23029.253367864443,4,5,5,14,1,Champions,230292.53367864442
1217,366,5,12703.040982033912,1,3,3,7,0,At Risk,63515.20491016956
1218,198,6,15761.229848581941,2,3,4,9,3,At Risk,94567.37909149165
1219,69,3,8156.442107560286,4,1,1,6,2,Others,24469.326322680856
1220,272,5,12336.888431483243,1,3,3,7,3,At Risk,61684.44215741621
1221,225,10,21526.032600237493,2,5,5,12,1,Loyal Customers,215260.32600237493
1222,18,6,19440.460179812697,5,3,5,13,3,Potential Loyalists,116642.76107887618
1223,362,5,11261.472425983038,1,3,2,6,0,Others,56307.36212991519
1224,9,7,19730.46913439749,5,4,5,14,3,Champions,138113.28394078242
1225,36,6,18923.468460881653,4,3,4,11,3,Potential Loyalists,113540.81076528992
1226,305,4,11390.366323231669,1,2,2,5,0,Lost Customers,45561.465292926674
1227,441,7,20747.2713611051,1,4,5,10,3,Loyal Customers,145230.89952773572
1228,223,5,16076.833733792417,2,3,4,9,3,At Risk,80384.16866896208
1229,206,6,18175.551523089165,2,3,4,9,3,At Risk,109053.309138535
1230,27,4,8347.817227906757,5,2,2,9,2,Others,33391.26891162703
1231,15,7,19804.674423439756,5,4,5,14,3,Champions,138632.7209640783
1232,345,3,3966.646920217805,1,1,1,3,0,Lost Customers,11899.940760653415
1233,75,7,15906.614490953267,4,4,4,12,3,Champions,111346.30143667286
1234,212,5,13686.742640814284,2,3,3,8,3,At Risk,68433.71320407142
1235,24,10,23646.25392260719,5,5,5,15,1,Champions,236462.5392260719
1236,178,7,19170.394926193047,2,4,5,11,3,Loyal Customers,134192.76448335132
1237,234,7,19290.68152510185,1,4,5,10,3,Loyal Customers,135034.77067571293
1238,305,4,9100.103515487051,1,2,2,5,0,Lost Customers,36400.414061948206
1239,195,8,14859.482239161987,2,5,3,10,3,At Risk,118875.8579132959
1240,28,3,9557.3846298469,5,1,2,8,2,Others,28672.1538895407
1241,204,11,31254.763649167304,2,5,5,12,1,Loyal Customers,343802.4001408403
1242,338,4,14455.726142088804,1,2,3,6,0,Lost Customers,57822.90456835522
1243,41,4,9178.850560647183,4,2,2,8,2,Others,36715.40224258873
1244,33,13,20420.563946222766,5,5,5,15,1,Champions,265467.33130089595
1245,9,4,9667.957414928193,5,2,2,9,2,Others,38671.82965971277
1246,18,6,9702.847786356286,5,3,2,10,3,Others,58217.08671813771
1247,141,3,7150.287713103441,2,1,1,4,2,Lost Customers,21450.863139310324
1248,75,4,9098.632753637963,4,2,2,8,2,Others,36394.53101455185
1249,33,3,7900.9958023641075,5,1,1,7,2,Others,23702.98740709232
1250,159,4,17947.556454178863,2,2,4,8,3,Lost Customers,71790.22581671545
1251,10,3,10360.269669469762,5,1,2,8,2,Others,31080.809008409287
1252,133,5,10923.08109989818,3,3,2,8,2,Others,54615.405499490895
1253,318,2,5538.715576937896,1,1,1,3,0,Lost Customers,11077.431153875792
1254,119,6,10629.189973363673,3,3,2,8,3,Others,63775.13984018203
1255,14,6,18364.9688637402,5,3,4,12,3,Potential Loyalists,110189.8131824412
1256,165,2,4179.5357964478735,2,1,1,4,2,Lost Customers,8359.071592895747
1257,181,7,20521.699896586128,2,4,5,11,3,Loyal Customers,143651.8992761029
1258,113,6,12814.793540228075,3,3,3,9,3,Others,76888.76124136845
1259,111,6,15491.038849484772,3,3,4,10,3,Others,92946.23309690863
1260,28,7,21615.26039428208,5,4,5,14,1,Champions,151306.82275997454
1261,316,5,11349.872849782112,1,3,2,6,0,Others,56749.36424891056
1262,389,4,12325.729740466364,1,2,3,6,0,Lost Customers,49302.91896186546
1263,285,5,12443.302331013756,1,3,3,7,3,At Risk,62216.51165506878
1264,318,5,9972.670354033096,1,3,2,6,0,Others,49863.35177016548
1265,1,9,22761.47642307171,5,5,5,15,1,Champions,204853.28780764536
1266,143,4,6934.250412320944,2,2,1,5,2,Lost Customers,27737.001649283775
1267,30,7,13671.02753340624,5,4,3,12,3,Potential Loyalists,95697.19273384368
1268,86,4,8719.283590591733,3,2,2,7,2,Others,34877.13436236693
1269,1,8,26478.286613942808,5,5,5,15,1,Champions,211826.29291154246
1270,10,5,17581.667589662033,5,3,4,12,3,Potential Loyalists,87908.33794831016
1271,299,5,9516.927169531571,1,3,2,6,0,Others,47584.63584765785
1272,170,4,12594.092594977128,2,2,3,7,2,Lost Customers,50376.37037990851
1274,111,5,10598.222543179296,3,3,2,8,2,Others,52991.11271589648
1275,85,5,7476.889316059964,3,3,1,7,2,Others,37384.44658029982
1276,75,5,12554.528694576196,4,3,3,10,3,Potential Loyalists,62772.64347288098
1277,82,4,12298.90832098402,3,2,3,8,2,Others,49195.63328393608
1278,9,4,15111.675448264024,5,2,4,11,3,Others,60446.7017930561
1279,68,2,6138.508708929608,4,1,1,6,2,Others,12277.017417859215
1280,278,3,11531.498906284342,1,1,2,4,0,Lost Customers,34594.49671885303
1281,153,7,16544.83298086548,2,4,4,10,3,Loyal Customers,115813.83086605837
1282,44,5,13701.000702550931,4,3,3,10,3,Potential Loyalists,68505.00351275466
1283,84,7,17693.646391041773,3,4,4,11,3,Loyal Customers,123855.5247372924
1284,1,2,4947.072253065011,5,1,1,7,2,Others,9894.144506130022
1285,226,4,4096.716643458145,2,2,1,5,2,Lost Customers,16386.86657383258
1286,38,6,11826.809173774787,4,3,3,10,3,Potential Loyalists,70960.85504264872
1287,100,5,10811.534276197652,3,3,2,8,2,Others,54057.67138098826
1288,106,6,13211.118287168307,3,3,3,9,3,Others,79266.70972300984
1289,42,7,16451.066819083066,4,4,4,12,3,Champions,115157.46773358146
1290,245,6,21896.250990927874,1,3,5,9,3,At Risk,131377.50594556725
1291,480,6,7721.338297926786,1,3,1,5,0,Others,46328.02978756072
1292,460,7,16647.108876249386,1,4,4,9,0,Loyal Customers,116529.7621337457
1293,93,6,17256.99354273615,3,3,4,10,3,Others,103541.9612564169
1294,195,4,11645.494513579744,2,2,3,7,2,Lost Customers,46581.97805431898
1295,150,6,16297.407685566403,2,3,4,9,3,At Risk,97784.44611339842
1296,39,3,5131.025704747808,4,1,1,6,2,Others,15393.077114243424
1297,62,6,19371.820540519868,4,3,5,12,3,Potential Loyalists,116230.9232431192
1298,610,1,2953.9087542403354,1,1,1,3,0,Lost Customers,2953.9087542403354
1299,99,7,23419.510901280664,3,4,5,12,1,Loyal Customers,163936.57630896464
1300,53,6,15603.056005404274,4,3,4,11,3,Potential Loyalists,93618.33603242565
1301,107,7,18602.490749169683,3,4,4,11,3,Loyal Customers,130217.43524418779
1302,63,4,11238.10763352383,4,2,2,8,2,Others,44952.43053409532
1303,137,8,22448.4904717221,2,5,5,12,1,Loyal Customers,179587.9237737768
1304,52,6,13710.338329841521,4,3,3,10,3,Potential Loyalists,82262.02997904913
1305,477,1,4371.807708797463,1,1,1,3,0,Lost Customers,4371.807708797463
1306,42,7,13992.351271392088,4,4,3,11,3,Potential Loyalists,97946.45889974461
1307,90,5,14411.50019285559,3,3,3,9,3,Others,72057.50096427795
1308,31,8,25433.616818710063,5,5,5,15,1,Champions,203468.9345496805
1309,52,5,14812.875032567312,4,3,3,10,3,Potential Loyalists,74064.37516283656
1310,658,3,9606.31479073647,1,1,2,4,0,Lost Customers,28818.944372209407
1311,28,3,8885.989856448514,5,1,2,8,2,Others,26657.969569345543
1312,129,7,20671.087810178156,3,4,5,12,3,Loyal Customers,144697.61467124708
1313,298,5,13640.632491063876,1,3,3,7,3,At Risk,68203.16245531938
1314,27,5,14185.851815588932,5,3,3,11,3,Potential Loyalists,70929.25907794466
1315,78,3,6701.975190246454,3,1,1,5,2,Others,20105.92557073936
1316,195,8,15217.655384325633,2,5,4,11,3,Loyal Customers,121741.24307460507
1317,50,3,8091.815845876861,4,1,1,6,2,Others,24275.447537630585
1318,238,7,23437.357672176786,1,4,5,10,1,Loyal Customers,164061.5037052375
1319,161,6,13871.488132694489,2,3,3,8,3,At Risk,83228.92879616693
1320,23,3,6527.282401278675,5,1,1,7,2,Others,19581.847203836027
1321,84,3,9430.747117973515,3,1,2,6,2,Others,28292.241353920544
1322,30,5,13111.782081896028,5,3,3,11,3,Potential Loyalists,65558.91040948014
1323,430,6,20077.34040947361,1,3,5,9,0,At Risk,120464.04245684166
1324,218,3,7346.430603599649,2,1,1,4,2,Lost Customers,22039.291810798946
1325,384,4,12112.531443478503,1,2,3,6,0,Lost Customers,48450.12577391401
1326,427,2,5507.333371836084,1,1,1,3,0,Lost Customers,11014.666743672167
1327,87,5,20365.508728425863,3,3,5,11,3,Others,101827.54364212931
1328,48,9,26766.361655469547,4,5,5,14,1,Champions,240897.25489922593
1329,26,13,37992.765689687374,5,5,5,15,1,Champions,493905.95396593586
1330,48,7,14652.816109433888,4,4,3,11,3,Potential Loyalists,102569.71276603722
1331,27,9,22064.085394264257,5,5,5,15,1,Champions,198576.7685483783
1332,544,1,411.5687253276964,1,1,1,3,0,Lost Customers,411.5687253276964
1333,169,7,19893.61780076239,2,4,5,11,3,Loyal Customers,139255.32460533673
1334,211,8,16661.800393509955,2,5,4,11,3,Loyal Customers,133294.40314807964
1335,14,5,13333.296347522983,5,3,3,11,3,Potential Loyalists,66666.48173761491
1336,65,3,11461.988164383489,4,1,2,7,2,Others,34385.964493150466
1337,405,5,11336.007052566569,1,3,2,6,0,Others,56680.03526283284
1338,185,6,19466.026739931833,2,3,5,10,3,At Risk,116796.160439591
1339,40,7,16464.365483584166,4,4,4,12,3,Champions,115250.55838508916
1340,29,8,23262.06171226801,5,5,5,15,1,Champions,186096.49369814407
1341,201,7,12352.046222995496,2,4,3,9,3,At Risk,86464.32356096846
1342,227,5,20508.96442253362,2,3,5,10,3,At Risk,102544.8221126681
1343,61,8,19903.035815782438,4,5,5,14,1,Champions,159224.2865262595
1344,6,5,11875.141568184803,5,3,3,11,3,Potential Loyalists,59375.70784092401
1345,103,6,21214.480326789213,3,3,5,11,3,Others,127286.88196073528
1346,40,2,6757.782692521903,4,1,1,6,2,Others,13515.565385043807
1347,80,4,12409.419381369444,3,2,3,8,2,Others,49637.677525477775
1348,80,6,16914.67183223353,3,3,4,10,3,Others,101488.03099340117
1349,76,2,3506.2084750236236,4,1,1,6,2,Others,7012.416950047247
1350,116,9,25192.08951469966,3,5,5,13,1,Loyal Customers,226728.80563229692
1351,88,3,8098.897426432772,3,1,1,5,2,Others,24296.692279298317
1352,256,6,18542.653990570354,1,3,4,8,3,At Risk,111255.92394342212
1353,63,5,14593.647666779118,4,3,3,10,3,Potential Loyalists,72968.23833389558
1354,67,6,9813.46741290408,4,3,2,9,3,Others,58880.80447742448
1355,13,6,17559.23675118811,5,3,4,12,3,Potential Loyalists,105355.42050712866
1356,110,9,20135.818612144707,3,5,5,13,1,Loyal Customers,181222.36750930236
1357,13,6,17654.15848787272,5,3,4,12,3,Potential Loyalists,105924.95092723632
1358,32,7,13260.93367514246,5,4,3,12,3,Potential Loyalists,92826.53572599722
1359,281,8,20068.311952500026,1,5,5,11,1,Loyal Customers,160546.4956200002
1360,3,6,16568.41074656673,5,3,4,12,3,Potential Loyalists,99410.46447940037
